0.8592545494	every day
0.8410551002	look at
0.8144996604	wear glasses
0.8093694142	fill in
0.8093188584	a pair of
0.7982676304	pencil box
0.7815476205	wash clothes
0.7803650780	talk about
0.7724760013	let's check @ listen and
0.7647102594	play with
0.7646301534	at home
0.7501219124	but keep
0.7499123899	exercise book
0.7486745368	an elephant
0.7470484414	play football
0.7390129064	make new friends
0.7286333333	shop
0.7278333333	tiger
0.7250179332	blows once
0.7198333333	structures
0.7178140485	in class
0.7169803937	black and white
0.7163604862	a lot
0.7124801734	talking about
0.7103166667	classmates
0.7103166667	young
0.7075252883	very much
0.7063425312	wu peng
0.7030666667	teachers
0.7029498790	watch tv
0.7016666667	mum
0.7016666667	butterfly
0.6992500000	dog
0.6991833333	choose
0.6991833333	lesson
0.6979166667	animal
0.6973994436	@ read
0.6968666667	es
0.6964666667	bed
0.6964666667	walk
0.6964666667	hard
0.6963434455	look like
0.6938833333	robots
0.6926166667	dinner
0.6925666667	cat
0.6883000000	model
0.6883000000	party
0.6883000000	evening
0.6883000000	blows
0.6883000000	forest
0.6873666667	se
0.6872833333	wu
0.6828166667	home
0.6826166667	puppy
0.6814000000	guess
0.6811047729	write about
0.6804833333	english
0.6802207942	a pair of scissors
0.6789500000	appearance
0.6750000000	picture
0.6741000000	elephant
0.6739870573	model planes
0.6736500000	students
0.6726500000	pictures
0.6726500000	morning
0.6714500000	mr
0.6710500000	unit
0.6700990919	point and repeat
0.6692333333	answer
0.6688166667	dialogue
0.6686833333	bee
0.6680666667	checkpoint
0.6679500000	circle
0.6668500000	lets
0.6661833333	read
0.6659666667	oe
0.6651922725	news shows
0.6644500000	andy
0.6644500000	peter
0.6642354109	the old
0.6642000000	food
0.6638803288	miss kitty
0.6628987428	wants to buy
0.6628833333	er
0.6627500000	oo
0.6614500000	mrs
0.6613666667	listen
0.6596500000	zigzig
0.6596500000	linda
0.6596500000	wow
0.6586000000	joe
0.6586000000	yaoyao
0.6586000000	lily
0.6576000000	tom
0.6561000000	binbin
