0.8712928571	look at
0.8707432540	in class
0.8677400794	fill in
0.8450658730	look like
0.8343432540	see im
0.8266313492	some bread
0.7535813492	want to
0.7501876984	come to
0.7448063492	new here
0.7377869048	@ listen
0.7372178571	@ look
0.7316396825	@ let's
0.7223158730	birthdays in
0.7110789683	nine years old
0.7108563492	for dinner
0.7037789683	9 years old
0.7030146825	@ good to know
0.7006623016	i'm nine years old
0.6957960317	made of
0.6944646825	let's make
0.6820146825	@ let's make
0.6697087302	in sydney
0.6618384921	unit 2
0.6610313492	@ listen and number
0.6534980159	the bread
0.6504230159	this month
0.6483587302	really hurts
0.6414424603	the blanks
0.6413480159	two legs
0.6405682540	good to know
0.6398293651	if youre happy and
0.6310432540	@ listen and circle
0.6292123016	some cake
0.6268956349	in beijing
0.6264480159	25 26 27 28 29 30
0.6143984127	let's check
0.6112817460	\ story time xf
0.6091880952	gp \ story time
0.6076206349	@ read
0.6075861111	the sun
0.6058353175	21 22 23 24 25 26
0.5997956349	and potatoes
0.5940067460	@ shopping list
0.5901765873	unit 3
0.5889130952	write and say
0.5815543651	wear today
0.5780353175	18 19 20 21 22 23
0.5776678571	a pet needs
0.5764519841	25 26 27 28 29
0.5746337302	a duck
0.5738599206	unit 6
0.5728714286	story time
0.5702289683	= =
0.5684075397	bad day
0.5683210317	1011 12
0.5559876984	19 20 21 22 23 24
0.5553964286	20 21 22 23 24 25
0.5516321429	27 28 29 30
0.5511587302	@ let's write
0.5479817460	lesson 1
0.5478539683	forward to
0.5467444444	the matter
0.5466123016	some bread on
0.5465154762	14 15 16 17
0.5435980159	9 10111213
0.5434019841	eee ee
0.5409003968	a snake
0.5386920635	8 9
0.5371623016	the box
0.5352123016	12 13 14
0.5320936508	mr fox says
0.5304908730	some meat on
0.5282123016	24 25 26 27 28
0.5269738095	fun time
0.5252261905	15 16 17 18 19
0.5237515873	listen and chant
0.5194424603	@ let's sing
0.5161087302	t shirt
0.5157289683	+ +
0.5140099206	point and
0.5110043651	years old
0.5094019841	eee eee
0.5072376984	9 10111213 1415 16 17 18
0.5057793651	read and write
0.4989420635	@ listen and repeat
0.4975234127	13 14 15 16 17 18
0.4970146825	j |
0.4953611111	and write
0.4936337302	26 27 28 29 30
0.4889587302	and circle
0.4889587302	and number
0.4864480159	15 16 17 18 19 20
0.4853031746	a word book
0.4810174603	@ self assessment
0.4806317460	gp \ story time xf
0.4784210317	listen and number
0.4642337302	the pot
0.4623630952	_ _ _ _ _ _
0.4617337302	the meat
0.4616210317	~ ~
0.4592238095	shopping list
0.4572238095	listen and tick
0.4473210317	word book
0.4420694444	and red
0.4364011905	point and repeat
0.4328313492	im not
0.4281511905	listen and repeat
0.4273277778	some meat
0.4234619048	miss crow
0.4220194444	a rabbit
0.4156920635	let's talk
0.4153515873	mr fox
0.4139623016	14 15 16 17 18 19
0.4104587302	and say
0.3970869048	ice cream
0.3897337302	a dog
0.3766111111	let's check @
0.3621253968	let's write
0.3603527778	a pet
0.3481527778	| \
0.3466123016	| | |
0.3384956349	sweater and
0.3212003968	24 25 26 27 28 29
0.2867611111	let's check @ listen and
0.2808337302	want for
0.2791980159	unit 4
0.2685194444	4 @
0.2511194444	| |
0.2414230159	read and
0.2219730159	listen and
0.1966861111	a chicken
0.1832384921	14 15
0.1780658730	i @
0.1733646825	tomatoes and
0.1703051587	a cat
